Product_Name,Year_Month,Warehouse_Inventory,Inventory_Cost_Per_Unit,Storage_Cost
LIJA Women's Eyelet Sleeveless Golf Polo,201603,0,0.96,0
adidas Men's F10 Messi TRX FG Soccer Cleat,201603,6,2,12.02
Glove It Women's Imperial Golf Glove,201603,1,1.49,1.49
Glove It Imperial Golf Towel,201603,5,0.67,3.37
Bridgestone e6 Straight Distance NFL Carolina,201603,0,1.48,0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201603,10,0.53,5.33
Columbia Men's PFG Anchor Tough T-Shirt,201603,14,0.29,4.05
Under Armour Women's Ignite Slide,201603,0,1.9,0
Team Golf Tennessee Volunteers Putter Grip,201603,1,1.6,1.6
Titleist Pro V1x High Numbers Personalized Go,201603,0,0.82,0
Nike Men's Deutschland Weltmeister Winners Bl,201603,10,0.3,3.02
Bridgestone e6 Straight Distance NFL San Dieg,201603,6,1.47,8.85
Nike Women's Tempo Shorts,201603,8,1.75,14.03
Team Golf Texas Longhorns Putter Grip,201603,10,1.3,12.99
Hirzl Women's Soffft Flex Golf Glove,201603,0,0.37,0
Clicgear 8.0 Shoe Brush,201603,10,1.15,11.48
Hirzl Women's Hybrid Golf Glove,201603,0,1.59,0
Team Golf Pittsburgh Steelers Putter Grip,201603,32,0.73,23.36
Top Flite Women's 2017 XL Hybrid,201603,18,1.75,31.55
Glove It Urban Brick Golf Towel,201603,7,1.95,13.63
Nike Dri-FIT Crew Sock 6 Pack,201603,2,1.38,2.76
TYR Boys' Team Digi Jammer,201603,6,1.65,9.89
Team Golf San Francisco Giants Putter Grip,201603,0,2.18,0
Clicgear Rovic Cooler Bag,201603,2,2.16,4.33
Hirzl Men's Hybrid Golf Glove,201603,2,1.87,3.75
Titleist Pro V1x Golf Balls,201603,7,0.97,6.82
adidas Men's Germany Black Crest Away Tee,201603,3,1.51,4.53
Titleist Pro V1 High Numbers Personalized Gol,201603,8,0.86,6.87
Under Armour Women's Micro G Skulpt Running S,201603,0,1.7,0
Under Armour Hustle Storm Medium Duffle Bag,201603,2,0.46,0.91
Under Armour Women's Ignite PIP VI Slide,201603,4,0.31,1.25
Bag Boy Beverage Holder,201603,5,1.46,7.29
Under Armour Men's Tech II T-Shirt,201603,0,0.9,0
Team Golf New England Patriots Putter Grip,201603,8,0.7,5.61
Under Armour Men's Compression EV SL Slide,201603,0,0.7,0
Bridgestone e6 Straight Distance NFL Tennesse,201603,1,0.9,0.9
Glove It Women's Mod Oval Golf Glove,201603,2,2.21,4.42
Titleist Pro V1x High Numbers Golf Balls,201603,4,0.89,3.54
Nike Women's Legend V-Neck T-Shirt,201603,7,1.34,9.4
Under Armour Kids' Mercenary Slide,201603,0,0.69,0
adidas Kids' F5 Messi FG Soccer Cleat,201603,4,0.7,2.79
Children's heaters,201603,0,0.57,0
Web Camera,201603,0,0.87,0
Dell Laptop,201603,18,0.89,16.01
Porcelain crafts,201603,0,1.97,0
Sports Books,201603,0,2.19,0
DVDs,201603,0,1.42,0
Industrial consumer electronics,201603,0,2.29,0
Fighting video games,201603,0,0.47,0
Summer dresses,201603,0,0.85,0
Lawn mower,201603,2,1.49,2.99
Adult dog supplies,201603,2,0.68,1.35
Rock music,201603,0,1.43,0
Elevation Training Mask 2.0,201603,0,1.54,0
LIJA Women's Mid-Length Panel Golf Shorts,201603,0,0.28,0
Toys,201603,0,1.82,0
Brooks Women's Ghost 6 Running Shoe,201603,0,1.53,0
Bag Boy M330 Push Cart,201603,0,0.38,0
Merrell Women's Grassbow Sport Hiking Shoe,201603,0,2.06,0
Nike Men's Free TR 5.0 TB Training Shoe,201603,0,1.07,0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201603,0,1.59,0
First aid kit,201603,0,0.72,0
CDs of rock,201603,0,0.95,0
Polar FT4 Heart Rate Monitor,201603,0,0.66,0
LIJA Women's Argyle Golf Polo,201603,0,0.9,0
TaylorMade White Smoke IN-12 Putter,201603,0,1.25,0
Fitbit The One Wireless Activity & Sleep Trac,201603,0,0.16,0
Nike Kids' Grade School KD VI Basketball Shoe,201603,0,1.66,0
The North Face Women's Recon Backpack,201603,0,1.74,0
Smart watch,201603,2,0.43,0.85
Baby sweater,201603,0,0.43,0
MDGolf Pittsburgh Penguins Putter,201603,0,1.92,0
Men's gala suit,201603,0,0.84,0
Merrell Men's All Out Flash Trail Running Sho,201603,0,2.11,0
Garmin Approach S3 Golf GPS Watch,201603,0,0.32,0
LIJA Women's Button Golf Dress,201603,0,0.2,0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201603,0,0.48,0
Merrell Women's Siren Mid Waterproof Hiking B,201603,0,0.27,0
TaylorMade Women's RBZ SL Rescue,201603,0,1.68,0
Mio ALPHA Heart Rate Monitor/Sport Watch,201603,0,0.61,0
TaylorMade 2017 Purelite Stand Bag,201603,0,1.67,0
Cleveland Golf Collegiate My Custom Wedge 588,201603,0,1.85,0
adidas Brazuca 2017 Official Match Ball,201603,0,0.79,0
Nike Men's Fingertrap Max Training Shoe,201603,0,0.69,0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201603,0,1.85,0
Nike Men's Kobe IX Elite Low Basketball Shoe,201603,0,0.34,0
Ogio Race Golf Shoes,201603,0,0.4,0
insta-bed Neverflat Air Mattress,201603,0,0.38,0
GolfBuddy VT3 GPS Watch,201603,0,1.93,0
Merrell Women's Grassbow Sport Waterproof Hik,201603,0,0.21,0
Titleist Small Wheeled Travel Cover,201603,0,1.2,0
Polar Loop Activity Tracker,201603,0,2.32,0
Pelican Maverick 100X Kayak,201603,0,1.37,0
Garmin Approach S4 Golf GPS Watch,201603,0,2.18,0
Total Gym 1400,201603,0,1,0
Garmin Forerunner 910XT GPS Watch,201603,0,0.42,0
Titleist Club Glove Travel Cover,201603,0,2.05,0
GoPro HERO3+ Black Edition Camera,201603,0,1.67,0
Diamondback Boys' Insight 24 Performance Hybr,201603,0,1.79,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201603,0,0.35,0
Stiga Master Series ST3100 Competition Indoor,201603,0,0.14,0
SOLE E35 Elliptical,201603,39,0.57,22.14
Bushnell Pro X7 Jolt Slope Rangefinder,201603,27,0.35,9.34
SOLE E25 Elliptical,201603,17,1.23,20.9
Bowflex SelectTech 1090 Dumbbells,201603,31,1.75,54.26
Perfect Fitness Perfect Rip Deck,201602,261,2.15,561.35
Nike Men's Dri-FIT Victory Golf Polo,201602,11,1.94,21.35
O'Brien Men's Neoprene Life Vest,201602,132,2.33,307.66
Nike Men's Free 5.0+ Running Shoe,201602,163,0.35,57.7
Under Armour Girls' Toddler Spine Surge Runni,201602,37,2.03,74.95
Nike Men's CJ Elite 2 TD Football Cleat,201602,80,0.36,29.08
Field & Stream Sportsman 16 Gun Fire Safe,201602,29,0.2,5.72
Pelican Sunstream 100 Kayak,201602,22,2.34,51.39
Diamondback Women's Serene Classic Comfort Bi,201602,90,1.96,176.24
ENO Atlas Hammock Straps,201602,0,1.82,0
Nike Men's Comfort 2 Slide,201602,14,0.33,4.64
adidas Youth Germany Black/Red Away Match Soc,201602,0,0.12,0
Team Golf St. Louis Cardinals Putter Grip,201602,11,0.28,3.05
LIJA Women's Eyelet Sleeveless Golf Polo,201602,3,1.39,4.18
adidas Men's F10 Messi TRX FG Soccer Cleat,201602,1,0.18,0.18
Glove It Women's Imperial Golf Glove,201602,17,1.72,29.32
Glove It Imperial Golf Towel,201602,2,0.89,1.78
Bridgestone e6 Straight Distance NFL Carolina,201602,0,1.93,0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201602,2,1.12,2.25
Columbia Men's PFG Anchor Tough T-Shirt,201602,16,0.54,8.71
Under Armour Women's Ignite Slide,201602,24,0.25,5.91
Team Golf Tennessee Volunteers Putter Grip,201602,0,2.02,0
Titleist Pro V1x High Numbers Personalized Go,201602,12,1.82,21.83
Nike Men's Deutschland Weltmeister Winners Bl,201602,10,0.7,7.01
Bridgestone e6 Straight Distance NFL San Dieg,201602,5,0.49,2.47
Nike Women's Tempo Shorts,201602,0,1.75,0
Team Golf Texas Longhorns Putter Grip,201602,14,1.71,23.91
Hirzl Women's Soffft Flex Golf Glove,201602,5,1.85,9.25
Clicgear 8.0 Shoe Brush,201602,0,0.1,0
Hirzl Women's Hybrid Golf Glove,201602,13,1.48,19.23
Team Golf Pittsburgh Steelers Putter Grip,201602,7,1.75,12.25
Top Flite Women's 2017 XL Hybrid,201602,0,0.36,0
Glove It Urban Brick Golf Towel,201602,0,0.56,0
Nike Dri-FIT Crew Sock 6 Pack,201602,4,0.41,1.64
TYR Boys' Team Digi Jammer,201602,10,2.17,21.72
Team Golf San Francisco Giants Putter Grip,201602,4,1.13,4.5
Clicgear Rovic Cooler Bag,201602,1,1.26,1.26
Hirzl Men's Hybrid Golf Glove,201602,9,1.41,12.69
Titleist Pro V1x Golf Balls,201602,15,1.79,26.86
adidas Men's Germany Black Crest Away Tee,201602,3,2.2,6.59
Titleist Pro V1 High Numbers Personalized Gol,201602,0,1.58,0
Under Armour Women's Micro G Skulpt Running S,201602,0,0.5,0
Under Armour Hustle Storm Medium Duffle Bag,201602,2,0.12,0.24
Under Armour Women's Ignite PIP VI Slide,201602,0,2.23,0
Bag Boy Beverage Holder,201602,8,0.7,5.62
Under Armour Men's Tech II T-Shirt,201602,0,1.93,0
Team Golf New England Patriots Putter Grip,201602,5,0.34,1.68
Under Armour Men's Compression EV SL Slide,201602,23,0.9,20.59
Bridgestone e6 Straight Distance NFL Tennesse,201602,0,1.85,0
Glove It Women's Mod Oval Golf Glove,201602,7,0.62,4.36
Titleist Pro V1x High Numbers Golf Balls,201602,0,1.92,0
Nike Women's Legend V-Neck T-Shirt,201602,3,1.11,3.32
Under Armour Kids' Mercenary Slide,201602,14,0.77,10.84
adidas Kids' F5 Messi FG Soccer Cleat,201602,13,1.03,13.44
Children's heaters,201602,0,1.03,0
Web Camera,201602,0,2.31,0
Dell Laptop,201602,1,0.41,0.41
Porcelain crafts,201602,0,1.65,0
Sports Books,201602,0,1.9,0
DVDs,201602,3,0.57,1.7
Industrial consumer electronics,201602,0,1.89,0
Fighting video games,201602,0,0.71,0
Summer dresses,201602,2,1.82,3.63
Lawn mower,201602,0,1.6,0
Adult dog supplies,201602,3,1.04,3.13
Rock music,201602,2,0.27,0.54
Elevation Training Mask 2.0,201602,0,1.87,0
LIJA Women's Mid-Length Panel Golf Shorts,201602,0,0.49,0
Toys,201602,0,1.92,0
Brooks Women's Ghost 6 Running Shoe,201602,0,0.69,0
Bag Boy M330 Push Cart,201602,0,0.18,0
Merrell Women's Grassbow Sport Hiking Shoe,201602,0,0.67,0
Nike Men's Free TR 5.0 TB Training Shoe,201602,0,2.33,0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201602,0,0.79,0
First aid kit,201602,0,0.8,0
CDs of rock,201602,0,2.19,0
Polar FT4 Heart Rate Monitor,201602,0,0.15,0
LIJA Women's Argyle Golf Polo,201602,0,1.5,0
TaylorMade White Smoke IN-12 Putter,201602,0,1.27,0
Fitbit The One Wireless Activity & Sleep Trac,201602,0,0.29,0
Nike Kids' Grade School KD VI Basketball Shoe,201602,0,1.67,0
The North Face Women's Recon Backpack,201602,0,1.16,0
Smart watch,201602,1,1.48,1.48
Baby sweater,201602,0,1.69,0
MDGolf Pittsburgh Penguins Putter,201602,0,0.73,0
Men's gala suit,201602,0,1.78,0
Merrell Men's All Out Flash Trail Running Sho,201602,0,0.98,0
Garmin Approach S3 Golf GPS Watch,201602,0,2.27,0
LIJA Women's Button Golf Dress,201602,0,0.77,0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201602,0,2.16,0
Merrell Women's Siren Mid Waterproof Hiking B,201602,0,2.34,0
TaylorMade Women's RBZ SL Rescue,201602,0,1.34,0
Mio ALPHA Heart Rate Monitor/Sport Watch,201602,0,1.42,0
TaylorMade 2017 Purelite Stand Bag,201602,0,0.44,0
Cleveland Golf Collegiate My Custom Wedge 588,201602,0,1.3,0
adidas Brazuca 2017 Official Match Ball,201602,0,2.04,0
Nike Men's Fingertrap Max Training Shoe,201602,0,1.02,0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201602,0,0.23,0
Nike Men's Kobe IX Elite Low Basketball Shoe,201602,0,2.12,0
Ogio Race Golf Shoes,201602,0,2.34,0
insta-bed Neverflat Air Mattress,201602,0,0.71,0
GolfBuddy VT3 GPS Watch,201602,0,0.72,0
Merrell Women's Grassbow Sport Waterproof Hik,201602,0,1.8,0
Titleist Small Wheeled Travel Cover,201602,0,2.32,0
Polar Loop Activity Tracker,201602,0,0.13,0
Pelican Maverick 100X Kayak,201602,0,0.5,0
Garmin Approach S4 Golf GPS Watch,201602,0,1.6,0
Total Gym 1400,201602,0,2.32,0
Garmin Forerunner 910XT GPS Watch,201602,0,0.55,0
Titleist Club Glove Travel Cover,201602,0,1.47,0
GoPro HERO3+ Black Edition Camera,201602,0,2.28,0
Diamondback Boys' Insight 24 Performance Hybr,201602,0,2.16,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201602,0,1.28,0
Stiga Master Series ST3100 Competition Indoor,201602,0,1.58,0
SOLE E35 Elliptical,201602,35,0.28,9.89
Bushnell Pro X7 Jolt Slope Rangefinder,201602,15,1.69,25.3
SOLE E25 Elliptical,201602,22,1.72,37.94
Bowflex SelectTech 1090 Dumbbells,201602,25,1.77,44.15
Perfect Fitness Perfect Rip Deck,201601,613,2.24,1372.4
Nike Men's Dri-FIT Victory Golf Polo,201601,596,1.6,956.04
O'Brien Men's Neoprene Life Vest,201601,56,0.97,54.11
Nike Men's Free 5.0+ Running Shoe,201601,282,0.32,89.06
Under Armour Girls' Toddler Spine Surge Runni,201601,57,2.02,115.37
Nike Men's CJ Elite 2 TD Football Cleat,201601,172,1.69,290.53
Field & Stream Sportsman 16 Gun Fire Safe,201601,91,1.81,164.29
Pelican Sunstream 100 Kayak,201601,106,0.31,33.03
Diamondback Women's Serene Classic Comfort Bi,201601,62,1.23,76.56
ENO Atlas Hammock Straps,201601,3,1.16,3.49
Nike Men's Comfort 2 Slide,201601,3,1.6,4.81
adidas Youth Germany Black/Red Away Match Soc,201601,5,1.31,6.56
Team Golf St. Louis Cardinals Putter Grip,201601,6,0.9,5.39
LIJA Women's Eyelet Sleeveless Golf Polo,201601,0,0.23,0
adidas Men's F10 Messi TRX FG Soccer Cleat,201601,4,2.26,9.05
Glove It Women's Imperial Golf Glove,201601,0,1.86,0
Glove It Imperial Golf Towel,201601,0,2.26,0
Bridgestone e6 Straight Distance NFL Carolina,201601,0,2.1,0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201601,0,0.7,0
Columbia Men's PFG Anchor Tough T-Shirt,201601,9,0.27,2.45
Under Armour Women's Ignite Slide,201601,0,1.4,0
Team Golf Tennessee Volunteers Putter Grip,201601,0,1.46,0
Titleist Pro V1x High Numbers Personalized Go,201601,27,1.65,44.57
Nike Men's Deutschland Weltmeister Winners Bl,201601,4,1.98,7.93
Bridgestone e6 Straight Distance NFL San Dieg,201601,0,0.54,0
Nike Women's Tempo Shorts,201601,6,1.39,8.33
Team Golf Texas Longhorns Putter Grip,201601,2,1.86,3.71
Hirzl Women's Soffft Flex Golf Glove,201601,5,1.03,5.16
Clicgear 8.0 Shoe Brush,201601,0,2.13,0
Hirzl Women's Hybrid Golf Glove,201601,25,0.66,16.53
Team Golf Pittsburgh Steelers Putter Grip,201601,0,0.82,0
Top Flite Women's 2017 XL Hybrid,201601,0,1.13,0
Glove It Urban Brick Golf Towel,201601,2,1.34,2.69
Nike Dri-FIT Crew Sock 6 Pack,201601,0,0.14,0
TYR Boys' Team Digi Jammer,201601,2,1.3,2.6
Team Golf San Francisco Giants Putter Grip,201601,5,1.93,9.64
Clicgear Rovic Cooler Bag,201601,10,1.96,19.61
Hirzl Men's Hybrid Golf Glove,201601,10,1.71,17.11
Titleist Pro V1x Golf Balls,201601,5,2.23,11.17
adidas Men's Germany Black Crest Away Tee,201601,11,0.4,4.44
Titleist Pro V1 High Numbers Personalized Gol,201601,8,1.28,10.25
Under Armour Women's Micro G Skulpt Running S,201601,0,1.29,0
Under Armour Hustle Storm Medium Duffle Bag,201601,2,1.08,2.16
Under Armour Women's Ignite PIP VI Slide,201601,10,1.55,15.55
Bag Boy Beverage Holder,201601,6,1.52,9.11
Under Armour Men's Tech II T-Shirt,201601,0,1.01,0
Team Golf New England Patriots Putter Grip,201601,6,1.86,11.14
Under Armour Men's Compression EV SL Slide,201601,5,0.2,1.01
Bridgestone e6 Straight Distance NFL Tennesse,201601,14,2.05,28.69
Glove It Women's Mod Oval Golf Glove,201601,4,1.44,5.75
Titleist Pro V1x High Numbers Golf Balls,201601,0,0.12,0
Nike Women's Legend V-Neck T-Shirt,201601,0,1.62,0
Under Armour Kids' Mercenary Slide,201601,11,1.6,17.56
adidas Kids' F5 Messi FG Soccer Cleat,201601,1,1.7,1.7
Children's heaters,201601,0,2.2,0
Web Camera,201601,0,1.74,0
Dell Laptop,201601,34,2.15,73.22
Porcelain crafts,201601,0,2.05,0
Sports Books,201601,0,1.44,0
DVDs,201601,4,1.52,6.08
Industrial consumer electronics,201601,0,0.44,0
Fighting video games,201601,1,0.15,0.15
Summer dresses,201601,0,1.18,0
Lawn mower,201601,3,0.94,2.82
Adult dog supplies,201601,0,1.44,0
Rock music,201601,0,0.57,0
Elevation Training Mask 2.0,201601,0,1.34,0
LIJA Women's Mid-Length Panel Golf Shorts,201601,0,1.68,0
Toys,201601,0,1.6,0
Brooks Women's Ghost 6 Running Shoe,201601,0,1.7,0
Bag Boy M330 Push Cart,201601,0,1.11,0
Merrell Women's Grassbow Sport Hiking Shoe,201601,0,1.38,0
Nike Men's Free TR 5.0 TB Training Shoe,201601,0,1.47,0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201601,0,0.43,0
First aid kit,201601,0,1.38,0
CDs of rock,201601,0,1.19,0
Polar FT4 Heart Rate Monitor,201601,0,0.97,0
LIJA Women's Argyle Golf Polo,201601,0,1.53,0
TaylorMade White Smoke IN-12 Putter,201601,0,0.51,0
Fitbit The One Wireless Activity & Sleep Trac,201601,0,2.33,0
Nike Kids' Grade School KD VI Basketball Shoe,201601,0,2.07,0
The North Face Women's Recon Backpack,201601,0,0.98,0
Smart watch,201601,4,0.52,2.09
Baby sweater,201601,0,1.15,0
MDGolf Pittsburgh Penguins Putter,201601,0,2.16,0
Men's gala suit,201601,0,0.51,0
Merrell Men's All Out Flash Trail Running Sho,201601,0,0.89,0
Garmin Approach S3 Golf GPS Watch,201601,0,0.27,0
LIJA Women's Button Golf Dress,201601,0,1.49,0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201601,0,1.57,0
Merrell Women's Siren Mid Waterproof Hiking B,201601,0,0.56,0
TaylorMade Women's RBZ SL Rescue,201601,0,1.03,0
Mio ALPHA Heart Rate Monitor/Sport Watch,201601,0,0.26,0
TaylorMade 2017 Purelite Stand Bag,201601,0,2.09,0
Cleveland Golf Collegiate My Custom Wedge 588,201601,0,0.72,0
adidas Brazuca 2017 Official Match Ball,201601,0,0.86,0
Nike Men's Fingertrap Max Training Shoe,201601,0,0.22,0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201601,0,1.4,0
Nike Men's Kobe IX Elite Low Basketball Shoe,201601,0,0.86,0
Ogio Race Golf Shoes,201601,0,0.51,0
insta-bed Neverflat Air Mattress,201601,0,0.29,0
GolfBuddy VT3 GPS Watch,201601,0,1.47,0
Merrell Women's Grassbow Sport Waterproof Hik,201601,0,2.1,0
Titleist Small Wheeled Travel Cover,201601,0,1.28,0
Polar Loop Activity Tracker,201601,0,0.2,0
Pelican Maverick 100X Kayak,201601,0,1.38,0
Garmin Approach S4 Golf GPS Watch,201601,0,2.03,0
Total Gym 1400,201601,0,0.82,0
Garmin Forerunner 910XT GPS Watch,201601,0,0.37,0
Titleist Club Glove Travel Cover,201601,0,2.15,0
GoPro HERO3+ Black Edition Camera,201601,0,1.11,0
Diamondback Boys' Insight 24 Performance Hybr,201601,0,1.71,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201601,0,0.68,0
Stiga Master Series ST3100 Competition Indoor,201601,0,0.99,0
SOLE E35 Elliptical,201601,11,1.03,11.31
Bushnell Pro X7 Jolt Slope Rangefinder,201601,4,2.31,9.24
SOLE E25 Elliptical,201601,15,0.35,5.23
Bowflex SelectTech 1090 Dumbbells,201601,26,1.72,44.79
Perfect Fitness Perfect Rip Deck,201512,495,0.46,228.51
Nike Men's Dri-FIT Victory Golf Polo,201512,37,1.55,57.23
O'Brien Men's Neoprene Life Vest,201512,326,2.16,703.5
Nike Men's Free 5.0+ Running Shoe,201512,370,0.35,131.05
Under Armour Girls' Toddler Spine Surge Runni,201512,81,1.96,158.57
Nike Men's CJ Elite 2 TD Football Cleat,201512,98,0.16,16.02
Field & Stream Sportsman 16 Gun Fire Safe,201512,30,1.81,54.16
Pelican Sunstream 100 Kayak,201512,55,0.72,39.53
Diamondback Women's Serene Classic Comfort Bi,201512,76,2.13,161.85
ENO Atlas Hammock Straps,201512,0,0.33,0
Nike Men's Comfort 2 Slide,201512,2,0.5,0.99
adidas Youth Germany Black/Red Away Match Soc,201512,3,0.53,1.58
Team Golf St. Louis Cardinals Putter Grip,201512,2,1.93,3.86
LIJA Women's Eyelet Sleeveless Golf Polo,201512,8,0.67,5.38
adidas Men's F10 Messi TRX FG Soccer Cleat,201512,9,1.35,12.11
Glove It Women's Imperial Golf Glove,201512,2,1.43,2.85
Glove It Imperial Golf Towel,201512,10,0.13,1.3
Bridgestone e6 Straight Distance NFL Carolina,201512,3,2.21,6.64
Glove It Women's Mod Oval 3-Zip Carry All Gol,201512,3,1.99,5.97
Columbia Men's PFG Anchor Tough T-Shirt,201512,8,2.09,16.73
Under Armour Women's Ignite Slide,201512,18,0.98,17.62
Team Golf Tennessee Volunteers Putter Grip,201512,0,1.51,0
Titleist Pro V1x High Numbers Personalized Go,201512,10,2.07,20.73
Nike Men's Deutschland Weltmeister Winners Bl,201512,2,0.64,1.28
Bridgestone e6 Straight Distance NFL San Dieg,201512,1,0.22,0.22
Nike Women's Tempo Shorts,201512,8,0.26,2.07
Team Golf Texas Longhorns Putter Grip,201512,9,0.15,1.37
Hirzl Women's Soffft Flex Golf Glove,201512,1,0.83,0.83
Clicgear 8.0 Shoe Brush,201512,0,0.9,0
Hirzl Women's Hybrid Golf Glove,201512,9,1.58,14.24
Team Golf Pittsburgh Steelers Putter Grip,201512,27,2,53.88
Top Flite Women's 2017 XL Hybrid,201512,0,2.02,0
Glove It Urban Brick Golf Towel,201512,1,0.85,0.85
Nike Dri-FIT Crew Sock 6 Pack,201512,10,1.8,17.96
TYR Boys' Team Digi Jammer,201512,0,0.14,0
Team Golf San Francisco Giants Putter Grip,201512,0,1.26,0
Clicgear Rovic Cooler Bag,201512,0,0.1,0
Hirzl Men's Hybrid Golf Glove,201512,15,0.22,3.25
Titleist Pro V1x Golf Balls,201512,3,2.12,6.36
adidas Men's Germany Black Crest Away Tee,201512,0,0.58,0
Titleist Pro V1 High Numbers Personalized Gol,201512,0,2.16,0
Under Armour Women's Micro G Skulpt Running S,201512,0,2.12,0
Under Armour Hustle Storm Medium Duffle Bag,201512,1,0.24,0.24
Under Armour Women's Ignite PIP VI Slide,201512,5,1.75,8.75
Bag Boy Beverage Holder,201512,15,1.65,24.82
Under Armour Men's Tech II T-Shirt,201512,12,0.42,5
Team Golf New England Patriots Putter Grip,201512,3,0.5,1.49
Under Armour Men's Compression EV SL Slide,201512,3,1.14,3.42
Bridgestone e6 Straight Distance NFL Tennesse,201512,1,0.5,0.5
Glove It Women's Mod Oval Golf Glove,201512,2,2.26,4.52
Titleist Pro V1x High Numbers Golf Balls,201512,3,1.64,4.92
Nike Women's Legend V-Neck T-Shirt,201512,1,2.19,2.19
Under Armour Kids' Mercenary Slide,201512,2,1.14,2.28
adidas Kids' F5 Messi FG Soccer Cleat,201512,4,0.32,1.3
Children's heaters,201512,0,0.3,0
Web Camera,201512,0,1.12,0
Dell Laptop,201512,32,0.61,19.63
Porcelain crafts,201512,0,1.62,0
Sports Books,201512,0,1.08,0
DVDs,201512,2,2.01,4.03
Industrial consumer electronics,201512,0,2.13,0
Fighting video games,201512,3,0.9,2.7
Summer dresses,201512,2,1.55,3.1
